,de,en
1501,"Ich halte es nicht für notwendig, daß Oldtimer Bestandteil dieser Richtlinie sind.",I do not think it is necessary for classic cars to be part of the directive.
1502,"Ich glaube auch nicht, daß Motorräder Bestandteil dieser Richtlinie sein sollten, weil es im Motorradbereich eine so ausgeprägte Kultur der Wiederverwertung gibt, daß wir dafür keine europäische Richtlinie brauchen.","Nor do I think that motorcycles should be included, as the distinctive culture of recycling within the motorcycle industry obviates the need for a European directive in this area."
1503,Auch bei Sonderfahrzeugen strebe ich nicht so unbedingt hohe Recyclingquoten an.,I am not looking for such rigidly high recycling quotas when it comes to special-purpose vehicles either.
1504,"Ich habe den Wunsch, daß Sonderfahrzeuge wie Krankenwagen hohe Rettungsquoten haben.",I want special-purpose vehicles such as ambulances to have high recovery quotas.
1505,Das ist meine Hauptsorge in diesem Bereich.,This is my main concern in this matter.
1506,"Die Nachweispflichten, wie man ein Auto in Europa entsorgt, schreibt die Richtlinie meines Erachtens nach gut vor.","In my opinion, the directive solidly regulates the matter of accountability for how a car is disposed of in Europe."
1507,"Hier kann man es so lassen, wie es die Kommission vorgeschlagen hat. Die Mitgliedsländer sorgen dafür, daß es hier die entsprechenden Annahmestellen gibt, die die Autos trockenlegen, über 32 Millionen Altöl beispielsweise entsorgen, Bremsflüssigkeit herausnehmen etc.","This can be left as the Commission has proposed with the Member States ensuring the appropriate collection points for draining cars. This will involve, for example, disposing of more than 32 million lots of used oil, removing break fluid, etc."
1508,"Ein wichtiger Bestandteil dieser Richtlinie ist die Frage, was machen wir mit den Altteilen?",An important part of this directive is the issue of what to do with used parts.
1509,Was machen wir mit den geschredderten Produkten?,What should we do with the shredded products?
1510,"Da darf man nicht übersehen, daß die Quote ein wichtiger Punkt ist von Recycling und Recovering und was auch immer, aber sie ist nicht der einzige Punkt.","We should not overlook the fact that, although quotas are an important point in recycling and recovery, they are by no means the only point."
1511,"Denn vergessen Sie bitte nicht: Bei der Mobilität eines Autos entfallen 80 % der Umweltbelastungen auf das Fahren, 1 % auf die Verwertung und 19 % auf das Bauen eines Autos.","Do not forget that, in the case of cars, 80% of environmental impact comes through driving, 1% through recovery and 19% through construction."
1512,"Quoten sind also nicht der einzige Parameter bei der Frage der Umweltverträglichkeit, sondern einer von vielen.","Quotas are not, therefore, the only parameter in the matter of environmental compatibility, just one of many."
1513,"Ich bin natürlich der Auffassung, daß wir stramme Ziele brauchen.","Of course we need to aim high, but quotas must not become an end in themselves."
1514,"Aber die Quoten dürfen kein Selbstzweck werden, sondern wir müssen verstehen, daß die Gesamtsicht der Umweltbelastung eines Autos wichtig ist.",We must understand that the bigger picture is important when it comes to the environmental impact of cars.
1515,"Mir ist es viel lieber, wir kommen von einem Auto, das heute 1 400 kg wiegt, die im Durchschnitt 200 000 km gefahren werden, zu einem Auto, das in Zukunft nur noch 1 000 kg wiegt und auch 200 000 km fährt.","I am far keener to see us move away from today's car, weighing 1,400 kg and driving an average of 200,000 km, to a future car capable of driving the same distance but weighing just 1,000 kg."
1516,Immerhin würden aber dann 400 kg mal 200 000 km weniger befördert.,"This would at least mean 400 kg times 200,000 km less transportation."
1517,"Das ist der echte umweltpolitische Fortschritt, denn es führt zu einer großen Reduzierung von CO2, und das, wenn ich das Kyoto-Protokoll richtig verstanden habe, ist der wichtige Bestandteil.","This would represent real environmental progress because it would lead to a large reduction in CO2 which, if I have rightly understood the Kyoto Protocol, is the important factor."
1518,"Deswegen glauben wir, daß Fahrzeuge, die in Zukunft eindrucksvoll und nachweisbar Leichtbaumethoden verwenden, weniger CO2 produzieren und diese eine Sonderpräferenz bei der Verbrennungsquote erhalten.","We therefore consider that, in future, vehicles which clearly and effectively use lightweight construction methods will produce less CO2 and should receive preferential treatment in their combustion quotas."
1519,"Das soll nicht jedes Mitgliedsland entscheiden, sondern das sollen Sie, Frau Kommissarin, mit Ihrem Stab entscheiden, ob diese Leichtbaufahrzeuge - viele reden auch von 3-Liter-Fahrzeugen - eine Sonderpräferenz bekommen.","It should not be for each Member State, but for you and your staff, Commissioner, to decide whether these lightweight construction vehicles (and there is also talk of 3-litre vehicles) should receive preferential treatment."
1520,"Wir sind der Auffassung, daß das richtig ist.",We think they should.
1521,Lassen Sie mich etwas zu den Kosten sagen.,May I say something about costs.
1522,"Die einen sagen, alle Kosten sollten die Hersteller tragen; das sei richtig und sehr verbraucherfreundlich.",Some say that all the costs should be borne by the manufacturers; that this is only right and in the very best interests of the consumer.
1523,"Das kann man sehr stark hinterfragen, denn die Hersteller werden alle Kosten auf die Verbraucher umlegen und sich ein staatlich zugeordnetes Monopol des Recyclings aneignen.","However, this can be seriously questioned as the manufacturers will pass on all the costs to consumers and acquire for themselves a state-sanctioned monopoly on recycling."
1524,"Ich kann Sie nur davor warnen, dem zuzustimmen.",I can only warn you against consenting to this.
1525,"Es gibt Änderungsanträge, die vorschlagen, die Kosten zu teilen, die Hälfte für die Hersteller und die andere Hälfte für die Neuwagenkäufer.",There are amendments which propose splitting the costs fifty-fifty between the manufacturer and the buyer of a new car.
1526,"Aus einem solchen Pool, einem System, wie auch immer Sie sich das vorstellen können, kann man dann ab 2006 alle Fahrzeuge, die im Bestand sind, kostenlos für den Letzthalter zurücknehmen.","The money from this pool, system, or however you want to picture it, would mean that from 2006 all vehicles in circulation could be taken in without cost to the last holder."
1527,Das ist auch ein ausdrücklicher Wunsch meiner Fraktion.,This too is a particular desire of my group.
1528,"Unser Vorschlag der Teilung der Kosten hat einen ganz entscheidenden Vorteil, nämlich den, daß wir nicht gleich, wenn wir diese Richtlinie verabschiedet haben, ein Kandidat für den Gerichtshof werden.","Our proposal to split the costs has a crucial advantage, namely that we won't be an immediate candidate for the Court of Justice when the directive is adopted."
1529,"Denn die Rückwirkung, die die Automobilindustrie umtreibt und besorgt, ist ein seriöses Problem, dem wir in angemessener Weise Rechnung tragen müssen.","The car industry is concerned about and half expecting repercussions, which is a serious problem which we must address accordingly."
1530,Deswegen schlage ich eine Teilung der Kosten für den Ersthalter und für den Hersteller vor.,This is why I propose splitting the costs between the first holder and the manufacturer.
1531,Materialverbot - natürlich brauchen wir ein Materialverbot.,As for a ban on certain materials: of course we need one!
1532,"Es gibt gefährliche Bestandteile im Auto, die müssen auf Dauer verboten werden.",A car has dangerous components which we must ban long-term.
1533,Dafür brauchen wir ein Druckinstrument.,This means that we need a pressure instrument.
1534,"Die Kommission hat einige Vorschläge gemacht, die zu streng waren, und wir haben Alternativen dazu entwickelt.",The Commission has put forward various proposals which are too stringent and we have come up with some alternatives.
1535,Es gibt eine Menge an guten Änderungsanträgen.,There are a number of sound amendments.
1536,Dieses Parlament hat mehr Kompetenz bekommen. Nutzen wir sie doch!,"This Parliament has been given more authority, so let us use it!"
