,es,en
1376,"Para ello, de Bergen surgen importantes iniciativas comunitarias -que nuestra comisión ha apoyado siempre- tendentes a reconstituir la biomasa de los reproductores, reducir y adaptar los esfuerzos de pesca a los recursos, proteger los juveniles, las especies y sus hábitats y a la adopción de medidas técnicas tendentes a una pesca selectiva y responsable.","In this respect, important Community initiatives arose from Bergen which have always been supported by our committee. These are aimed at re-establishing the breeding biomass, reducing and adapting fishing effort to resources, protecting juveniles, species and their habitats and adopting technical measures aimed at selective and responsible fisheries."
1377,"Estos aspectos son claves para el futuro de la pesca, junto con sistemas eficaces de control.","These initiatives, together with effective systems of control, are the key aspects for the future of fisheries."
1378,"Pero no hay que dejarse llevar por maximalismos en este campo, como en un principio había planteado en su proyecto de informe el Sr. Katiforis.","However, we do not have to resort to extreme solutions, as Mr Katiforis initially suggested in his draft report."
1379,Me refiero ahora a ello porque no tendré tiempo de intervenir posteriormente.,I am referring to this now because I will not have time to speak later on.
1380,Quiero señalar en ese sentido que las numerosas enmiendas presentadas y aprobadas en nuestra comisión y la flexibilidad mostrada por el Sr. Katiforis permitieron la aprobación de su informe en nuestra comisión.,I must point out in this respect that it was the numerous amendments tabled and approved in our committee and the flexibility shown by Mr Katiforis which enabled his report to be approved by our committee.
1381,"La casualidad, el destino, han querido precisamente que en este mismo Pleno coincidan mi informe y el del Sr. Katiforis sobre la pesca y el medio ambiente y, al mismo tiempo, la pregunta oral de nuestra comisión -que examinaremos mañana- sobre las gravísimas consecuencias para la pesca del accidente de un petrolero, el Erika.",Coincidence or fate has worked to bring together in this part-session both my report and Mr Katiforis' s report on fisheries and the environment. The oral question from our committee on the extremely serious consequences for fisheries of the accident involving the tanker Erika will also be considered tomorrow.
1382,"El transporte marítimo y la contaminación industrial y urbana, los residuos, inciden negativamente en la pesca. Sus problemas no provienen sólo de la sobrepesca.","Maritime transport, industrial and urban pollution and waste also have negative effects on fisheries whose problems do not just come from overfishing."
1383,"Señor Presidente, la pesca es una actividad económica de primer orden, que tiene detrás fortísimas inversiones y que proporciona su empleo básico en condiciones bastante duras, por cierto, a regiones comunitarias enteras.","Mr President, fishing is an extremely important economic activity which involves major investment. Most of its jobs are provided under fairly tough conditions throughout entire Community regions."
1384,"Sin embargo, la visión que algunas personas tienen de la pesca suele ser sumamente simplista y puede ir desde el mero folklore hasta el insulto de considerar al pescador un pirata insensible y un depredador.","However, some people' s view of the fisheries sector can be extremely simplistic, ranging from mere folklore to the insult of regarding fishermen as insensitive pirates and predators."
1385,"Lamento decir que este informe, por su vinculación con el medio ambiente, parece haber sido la ocasión para que personas con este tipo de visión hayan aprovechado para introducir cada una su disparate particular.","I regret to say that this report, due to its link with the environment, seems to have provided an occasion for those with this type of view to introduce their own particular misconceptions."
1386,"Si el informe del Sr. Katiforis hubiese sido aprobado en su redacción inicial, creo que ninguno de los miembros de la Comisión de Pesca habríamos podido volver a poner un pie en una región pesquera sin un riesgo cierto de linchamiento.","If Mr Katiforis' s report had been approved in its initial wording, none of the members of the Committee on Fisheries could have gone into any fishing region again without fear of being lynched."
