,pl,en
702,"Dlatego chcę już teraz na wstępie powiedzieć, że będziemy głosować ""za”.",For this reason I would like to say right at the beginning that we shall be voting in favour.
703,Niech wolno mi będzie nawiązać do sprawozdania pana Georga Jarzembowskiego.,I would like to talk about the report by Mr Jarzembowski.
704,Pierwsza zasadnicza rzecz: zakres objęty nową regulacją. Otóż to przedłożenie dotyczy międzynarodowych kolejowych przewozów pasażerskich.,"The first fundamental issue is the field of application of the new regulation, which relates to international railway passenger services."
705,"Zbadaliśmy w trakcie prac komisji i omówiliśmy, w tym także bilateralnie ze sprawozdawcą panem Jarzembowskim, możliwości pójścia krok dalej, być może dwa kroki dalej, czyli liberalizacji przewozów krajowych.","During the work of the committee we examined and discussed, including in bilateral discussions with the rapporteur, Mr Jarzembowski, the possibility of going one or even two steps further by liberalising national services too."
706,"Akceptujemy przedłożony zakres regulacji czyli międzynarodowe, a nie transgraniczne, przewozy z możliwością obsługiwania przewozów między stacjami wewnątrz każdego państwa członkowskiego.","However, we accept the scope of the regulation as presented to us, which covers international, not cross-border, services, with the possibility of picking up and setting down passengers between stations within every Member State."
707,"Jest to rozwiązanie efektywne i wykonalne, także będziemy je akceptować.",This is an effective and workable solution and we will vote in favour.
708,"Drugi, kontrowersyjny obszar, wspomniany także przez pana komisarza Barrot to możliwość wprowadzania opłat w przypadku negatywnych skutków liberalizacji lub zagrożenia dla sprawności i efektywności wykonywania krajowego systemu przewozu osób i świadczenia usług użyteczności publicznej.","The second and more controversial area, also mentioned by Commissioner Barrot, is the possibility of introducing payments where there are negative consequences of liberalisation or threats to the efficiency and effectiveness of a country's passenger transport system and provision of public services."
709,Były tutaj obawy i kontrowersje.,This point aroused concern and controversy.
710,"Rozwiązanie może być operacyjnie sprawne, przy czym Komisja będzie musiała oczywiście współpracować z państwami członkowskimi.","The proposed solution may work in practice and the Commission will, of course, have to work closely with the Member States."
711,"Na marginesie nasuwa mi się uwaga: mamy bardzo złe, wręcz gubiące sens, tłumaczenie na język polski.","By the way, we are having great difficulty with the Polish translation, which does not convey the meaning."
712,"Trzecia, bardzo ważna rzecz to raport oceniający efekty tej liberalizacji w roku 2012.",The third very important aspect is the report assessing the effects of this liberalisation in 2012.
713,Będzie bardzo potrzebny.,This is very important.
714,"Czyli liberalizacja jako środek - tak, i my to akceptujemy! Tutaj jest pewna różnica między moją grupą, a na przykład wypowiedzią pana Sterckxa.","We also agree that liberalisation is the right approach, though there is something of a difference between my Group's position on this and, for example, the statement made by Mr Sterckx."
715,"Chciałbym bardzo wyraźnie powiedzieć, że ten pakiet tworzy całość.",I would like to make it quite clear that this package forms a whole.
716,"Sprawozdania pana Jarzembowskiego, pana Sterckxa i Gillesa Savary powodują, że możemy rzeczywiście mówić o nowej jakości.","The reports by Mr Jarzembowski, Mr Sterckx and Mr Savary mean that there really will be a new level of quality."
717,"Chciałbym podziękować i wyrazić uznanie dla sprawozdawców: Georga Jarzembowskiego, Gillesa Savary'ego i Sterckxa.","I would like to express my thanks and appreciation to the rapporteurs, Mr Jarzembowski, Mr Savary and Mr Sterckx."
718,"Myślę, że powinniśmy szczególnie podkreślić podejście pana komisarza Barrot, Dyrekcji Generalnej i prezydencji niemieckiej.","I think that we should also give special recognition to the approach adopted by Commissioner Barrot, the Directorate-General concerned and the German Presidency."
719,"Oczywiście jest tu szansa, żebyśmy mogli powiedzieć, iż w ciągu kilku najbliższych lat będziemy mogli patrzeć na efekt synergii dla całego systemu transportu kolejowego, w tym szczególnie pasażerskiego, w Europie.","Of course in the next few years we might be able to see a synergy effect on the whole railway transport system in Europe, particularly passenger services."
720,"I z tego powodu odczuwam dużą satysfakcję, aczkolwiek jako przedstawiciel nowego kraju mogę także podzielić się pewnymi obawami, że w przypadku otwarcia rynku pracy dla maszynistów możemy w krajach nowych zacząć obawiać się odpływu, ale może to też będzie mobilizujące.","For this reason I feel very satisfied, even though as a representative of a new Member State I have a few concerns: if there is a free market for train drivers then we could start having a flow of drivers leaving the country, but perhaps it might also act as a stimulant."
721,"Panie Przewodniczący! Panie Komisarzu! Nie wiem, czy te same określenia funkcjonują w innych krajach, ale w Polsce zwykliśmy mówić, że kolej stanowi państwo w państwie, albo też, że z koleją nikt jeszcze nie wygrał.","Mr President, Commissioner, I do not know if the same sayings are used in other countries, but in Poland people say that the railways are a state within a state, or that no one has yet won a battle with the railways."
722,"Z tym większym właśnie uznaniem należy powitać fakt, że oto po długich pracach, wchodzi w życie trzeci pakiet kolejowy i że z koleją zwykły obywatel będzie mógł wygrać, oczywiście jeśli będzie miał rację.","It is therefore even more welcome that, after a great deal of work, the third Railway Package is coming into force and that the ordinary citizen will be able to win a battle with the railways, if, of course, they are in the right."
723,"Wszystko to dzięki temu, że przyjmujemy coś, co można by nazwać kartą praw podstawowych pasażera kolei, a mianowicie podstawowe prawa pasażera.","All of this is thanks to the fact that we are approving something that could be called a charter of fundamental rights for the railway passenger, i.e. basic passenger rights."
724,"Należą do nich między innymi prawo do posiadania informacji o swoich prawach (rzecz bardzo ważna), prawo do ubezpieczenia, odszkodowania, czy też prawo do swobodnego poruszania się dla osób niepełnosprawnych.","These include the right to obtain information about one's rights, which is very important, the right to insurance and compensation and even the right to free movement for the disabled."
725,"Tej sprawie musimy poświęcić szczególną uwagę i szczególnie jej dopilnować; także na małych stacjach kolejowych, także w bardzo regionalnych ośrodkach.",This is an issue that requires particular attention and should be carefully monitored. It should apply equally to small railway stations and to regional ones.
726,"Oczywiście są wśród nas osoby, które chciałyby, aby te uprawnienia były większe i bardziej bezwarunkowe.",There are of course those among us who would like these rights to be more extensive and less restricted.
727,My wprowadzamy pewne uwarunkowania.,We are introducing certain limitations.
