,fr,en
504,Je me suis exprimé en octobre dernier sur le rapport Hatzidakis sur le transport des marchandises dangereuses par voie de chemin de fer.,Last October I expressed my views on the Hatzidakis report on the transport of dangerous goods by rail.
505,Les propos que je tiendrai aujourd'hui ne sont pas éloignés de ceux que j'ai tenus à l'époque.,The views I shall express today are not far removed from those I had then.
506,"Ils se résument à ceci : je regrette que, dans un domaine aussi crucial que le transport de marchandises dangereuses, nous remettions toujours au lendemain l'adoption de normes harmonisées au détriment de la sécurité des hommes et de l'environnement.","Essentially, my opinion is as follows: I deplore the fact that, in a field as crucial as the transport of dangerous goods, we keep putting off the adoption of harmonised standards to the detriment of human beings and the environment."
507,Je rappellerai qu'une directive sur le rapprochement des législations des États membres concernant le transport de marchandises dangereuses par route est entrée en vigueur le 1er janvier 1997.,I shall point out that a directive on the approximation of Member State legislation on the transport of dangerous goods by road came into force on 1 January 1997.
508,Celle-ci comportait un certain nombre de dispositions transitoires valables jusqu'au 1er janvier 1999.,This included a number of interim conditions valid until 1 January 1999.
509,C'est à partir de cette date que nous aurions dû nous prononcer sur une proposition de la Commission européenne visant à faire cesser ces dérogations.,This is the time when we should have expressed our opinion of the Commission proposal to put an end to the derogations.
510,"Selon la procédure en usage, c'est le Comité européen de normalisation (CEN) qui propose les normes en ce domaine, qui sont ensuite inscrites dans l'Accord européen relatif au transport international des marchandises dangereuses par route signé à Genève en 1957 (plus connu sous l'acronyme ADR), lequel s'applique dans toute l'Europe et dont les dispositions servent de base à la législation applicable dans l'UE.","In line with the usual procedure, it is the European Committee for Standardisation (CEN) which puts forward standards in this area, and they are then integrated in to the European Agreement concerning the International Carriage of Dangerous Goods by Road signed in Geneva in 1957 (known generally as ADR), applicable throughout Europe, whose terms and conditions form the basis for the legislation applicable within the EU."
511,Le CEN n'a pas été en mesure de mener à bien ses travaux dans le temps imparti.,The CEN has been unable to complete its work in the time allotted.
512,"Par conséquent, la proposition de la Commission que nous discutons aujourd'hui a pour objet de modifier la directive pour régler ces problèmes à court terme et non pas de faire cesser le régime transitoire comme cela aurait dû être le cas !","Consequently, the Commission proposal under discussion today is intended to amend the directive in order to provide a short-term solution to these problems, rather than to put an end to the transitional arrangements, as should have been the case!"
513,"C'est exactement ce qui s'est passé pour le transport de ces marchandises par chemin de fer, à cette différence près : un délai avait été arrêté.","This is exactly what happened in the case of transport of such goods by rail, except for the fact that a time limit had been decided."
